number-of-people	living-voivodeship	living-county	living-municipality	working-voivodeship	working-county	working-municipality
73	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat braniewski	Braniewo
99	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat braniewski	Frombork - miasto
28	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat braniewski	Płoskinia
12	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat giżycki	Giżycko
109	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
208	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
10	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Pomorskie	Powiat m.Sopot	Sopot
359	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat braniewski	Braniewo
11	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat braniewski	Frombork - miasto
15	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat braniewski	Płoskinia
27	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
70	Warmińsko-mazurskie	Powiat braniewski	Braniewo	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
64	Warmińsko-mazurskie	Powiat braniewski	Frombork - miasto	Warmińsko-mazurskie	Powiat braniewski	Braniewo
30	Warmińsko-mazurskie	Powiat braniewski	Frombork - miasto	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
32	Warmińsko-mazurskie	Powiat braniewski	Frombork - miasto	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
23	Warmińsko-mazurskie	Powiat braniewski	Frombork - obszar wiejski	Warmińsko-mazurskie	Powiat braniewski	Braniewo
68	Warmińsko-mazurskie	Powiat braniewski	Frombork - obszar wiejski	Warmińsko-mazurskie	Powiat braniewski	Frombork - miasto
14	Warmińsko-mazurskie	Powiat braniewski	Frombork - obszar wiejski	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
34	Warmińsko-mazurskie	Powiat braniewski	Lelkowo	Warmińsko-mazurskie	Powiat braniewski	Braniewo
37	Warmińsko-mazurskie	Powiat braniewski	Lelkowo	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
14	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - miasto	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
10	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - miasto	Pomorskie	Powiat m.Gdańsk	Gdańsk
31	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - miasto	Warmińsko-mazurskie	Powiat braniewski	Braniewo
16	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - miasto	Warmińsko-mazurskie	Powiat braniewski	Lelkowo
52	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - miasto	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - obszar wiejski
17	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - miasto	Warmińsko-mazurskie	Powiat lidzbarski	Orneta - miasto
51	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - miasto	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
43	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - obszar wiejski	Warmińsko-mazurskie	Powiat braniewski	Braniewo
16	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - obszar wiejski	Warmińsko-mazurskie	Powiat braniewski	Braniewo
46	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - obszar wiejski	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - miasto
11	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - obszar wiejski	Warmińsko-mazurskie	Powiat lidzbarski	Orneta - miasto
51	Warmińsko-mazurskie	Powiat braniewski	Pieniężno - obszar wiejski	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
72	Warmińsko-mazurskie	Powiat braniewski	Płoskinia	Warmińsko-mazurskie	Powiat braniewski	Braniewo
26	Warmińsko-mazurskie	Powiat braniewski	Płoskinia	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
12	Warmińsko-mazurskie	Powiat braniewski	Wilczęta	Warmińsko-mazurskie	Powiat braniewski	Frombork - obszar wiejski
21	Warmińsko-mazurskie	Powiat braniewski	Wilczęta	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto
44	Warmińsko-mazurskie	Powiat braniewski	Wilczęta	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
18	Warmińsko-mazurskie	Powiat braniewski	Wilczęta	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
15	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Mazowieckie	Powiat ciechanowski	Ciechanów
136	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Mazowieckie	Powiat mławski	Mława
13	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Mazowieckie	Powiat przasnyski	Przasnysz
211	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
25	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Pomorskie	Powiat m.Gdańsk	Gdańsk
20	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Pomorskie	Powiat m.Gdynia	Gdynia
314	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat działdowski	Działdowo
59	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada
28	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto
35	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat działdowski	Płośnica
15	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat działdowski	Rybno
25	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat nidzicki	Kozłowo
24	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat nidzicki	Nidzica - miasto
10	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
193	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
14	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Mazowieckie	Powiat grodziski	Grodzisk Mazowiecki - obszar wiejski
23	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Mazowieckie	Powiat mławski	Mława
61	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
519	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat działdowski	Działdowo
10	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat działdowski	Płośnica
16	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat działdowski	Rybno
70	Warmińsko-mazurskie	Powiat działdowski	Działdowo	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
19	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Łódzkie	Powiat łęczycki	Łęczyca
11	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Mazowieckie	Powiat ciechanowski	Ciechanów
251	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Mazowieckie	Powiat mławski	Mława
48	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Mazowieckie	Powiat mławski	Lipowiec Kościelny
27	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Mazowieckie	Powiat mławski	Wieczfnia Kościelna
11	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Mazowieckie	Powiat warszawski zachodni	Łomianki - miasto
85	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
225	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Warmińsko-mazurskie	Powiat działdowski	Działdowo
21	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Warmińsko-mazurskie	Powiat działdowski	Działdowo
45	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Warmińsko-mazurskie	Powiat olsztyński	Dywity
83	Warmińsko-mazurskie	Powiat działdowski	Iłowo-Osada	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
13	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Kujawsko-pomorskie	Powiat brodnicki	Brodnica
15	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Mazowieckie	Powiat ciechanowski	Ciechanów
19	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Mazowieckie	Powiat żuromiński	Żuromin - miasto
54	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
86	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Warmińsko-mazurskie	Powiat działdowski	Działdowo
120	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski
16	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Warmińsko-mazurskie	Powiat działdowski	Płośnica
35	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Warmińsko-mazurskie	Powiat iławski	Lubawa
35	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
15	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski	Mazowieckie	Powiat żuromiński	Żuromin - miasto
39	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
69	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski	Warmińsko-mazurskie	Powiat działdowski	Działdowo
274	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto
12	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski	Warmińsko-mazurskie	Powiat działdowski	Płośnica
24	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski	Warmińsko-mazurskie	Powiat iławski	Lubawa
15	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski	Warmińsko-mazurskie	Powiat nowomiejski	Grodziczno
19	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
55	Warmińsko-mazurskie	Powiat działdowski	Płośnica	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
219	Warmińsko-mazurskie	Powiat działdowski	Płośnica	Warmińsko-mazurskie	Powiat działdowski	Działdowo
11	Warmińsko-mazurskie	Powiat działdowski	Płośnica	Warmińsko-mazurskie	Powiat działdowski	Działdowo
38	Warmińsko-mazurskie	Powiat działdowski	Płośnica	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto
15	Warmińsko-mazurskie	Powiat działdowski	Płośnica	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - obszar wiejski
24	Warmińsko-mazurskie	Powiat działdowski	Płośnica	Warmińsko-mazurskie	Powiat działdowski	Rybno
27	Warmińsko-mazurskie	Powiat działdowski	Płośnica	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
18	Warmińsko-mazurskie	Powiat działdowski	Rybno	Łódzkie	Powiat m.Piotrków Trybunalski	Piotrków Trybunalski
28	Warmińsko-mazurskie	Powiat działdowski	Rybno	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
14	Warmińsko-mazurskie	Powiat działdowski	Rybno	Pomorskie	Powiat m.Sopot	Sopot
137	Warmińsko-mazurskie	Powiat działdowski	Rybno	Warmińsko-mazurskie	Powiat działdowski	Działdowo
19	Warmińsko-mazurskie	Powiat działdowski	Rybno	Warmińsko-mazurskie	Powiat działdowski	Lidzbark - miasto
43	Warmińsko-mazurskie	Powiat działdowski	Rybno	Warmińsko-mazurskie	Powiat iławski	Iława
158	Warmińsko-mazurskie	Powiat działdowski	Rybno	Warmińsko-mazurskie	Powiat iławski	Lubawa
14	Warmińsko-mazurskie	Powiat działdowski	Rybno	Warmińsko-mazurskie	Powiat iławski	Iława
15	Warmińsko-mazurskie	Powiat działdowski	Rybno	Warmińsko-mazurskie	Powiat iławski	Lubawa
28	Warmińsko-mazurskie	Powiat działdowski	Rybno	Warmińsko-mazurskie	Powiat nowomiejski	Grodziczno
50	Warmińsko-mazurskie	Powiat działdowski	Rybno	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
21	Warmińsko-mazurskie	Powiat elbląski	Elbląg	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
13	Warmińsko-mazurskie	Powiat elbląski	Elbląg	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto
402	Warmińsko-mazurskie	Powiat elbląski	Elbląg	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
51	Warmińsko-mazurskie	Powiat elbląski	Elbląg	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
30	Warmińsko-mazurskie	Powiat elbląski	Godkowo	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto
14	Warmińsko-mazurskie	Powiat elbląski	Godkowo	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
26	Warmińsko-mazurskie	Powiat elbląski	Godkowo	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
17	Warmińsko-mazurskie	Powiat elbląski	Gronowo Elbląskie	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
38	Warmińsko-mazurskie	Powiat elbląski	Gronowo Elbląskie	Warmińsko-mazurskie	Powiat elbląski	Elbląg
269	Warmińsko-mazurskie	Powiat elbląski	Gronowo Elbląskie	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
37	Warmińsko-mazurskie	Powiat elbląski	Gronowo Elbląskie	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
16	Warmińsko-mazurskie	Powiat elbląski	Markusy	Warmińsko-mazurskie	Powiat elbląski	Elbląg
17	Warmińsko-mazurskie	Powiat elbląski	Markusy	Warmińsko-mazurskie	Powiat elbląski	Gronowo Elbląskie
181	Warmińsko-mazurskie	Powiat elbląski	Markusy	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
26	Warmińsko-mazurskie	Powiat elbląski	Markusy	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
12	Warmińsko-mazurskie	Powiat elbląski	Milejewo	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
10	Warmińsko-mazurskie	Powiat elbląski	Milejewo	Warmińsko-mazurskie	Powiat elbląski	Elbląg
203	Warmińsko-mazurskie	Powiat elbląski	Milejewo	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
32	Warmińsko-mazurskie	Powiat elbląski	Milejewo	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
12	Warmińsko-mazurskie	Powiat elbląski	Młynary - miasto	Lubelskie	Powiat radzyński	Radzyń Podlaski
15	Warmińsko-mazurskie	Powiat elbląski	Młynary - miasto	Warmińsko-mazurskie	Powiat elbląski	Milejewo
13	Warmińsko-mazurskie	Powiat elbląski	Młynary - miasto	Warmińsko-mazurskie	Powiat elbląski	Młynary - obszar wiejski
60	Warmińsko-mazurskie	Powiat elbląski	Młynary - miasto	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
17	Warmińsko-mazurskie	Powiat elbląski	Młynary - miasto	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
17	Warmińsko-mazurskie	Powiat elbląski	Młynary - obszar wiejski	Lubelskie	Powiat radzyński	Radzyń Podlaski
10	Warmińsko-mazurskie	Powiat elbląski	Młynary - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Milejewo
37	Warmińsko-mazurskie	Powiat elbląski	Młynary - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Młynary - miasto
22	Warmińsko-mazurskie	Powiat elbląski	Młynary - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto
58	Warmińsko-mazurskie	Powiat elbląski	Młynary - obszar wiejski	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
27	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
17	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Pomorskie	Powiat m.Gdańsk	Gdańsk
73	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat elbląski	Elbląg
14	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat elbląski	Godkowo
11	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat elbląski	Młynary - miasto
10	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat elbląski	Młynary - obszar wiejski
24	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski
23	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat elbląski	Rychliki
16	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat olsztyński	Dywity
16	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat ostródzki	Morąg - miasto
274	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
132	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
18	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
60	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Elbląg
246	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto
10	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Rychliki
14	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski	Warmińsko-mazurskie	Powiat olsztyński	Dywity
135	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
35	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
39	Warmińsko-mazurskie	Powiat elbląski	Rychliki	Warmińsko-mazurskie	Powiat elbląski	Elbląg
60	Warmińsko-mazurskie	Powiat elbląski	Rychliki	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - miasto
141	Warmińsko-mazurskie	Powiat elbląski	Rychliki	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
15	Warmińsko-mazurskie	Powiat elbląski	Rychliki	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
14	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - miasto	Warmińsko-mazurskie	Powiat elbląski	Elbląg
78	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - miasto	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
10	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - miasto	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
21	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
19	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Elbląg
19	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Milejewo
55	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - obszar wiejski	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - miasto
233	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - obszar wiejski	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
30	Warmińsko-mazurskie	Powiat elbląski	Tolkmicko - obszar wiejski	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
14	Warmińsko-mazurskie	Powiat ełcki	Ełk	Dolnośląskie	Powiat m.Wrocław	Wrocław
10	Warmińsko-mazurskie	Powiat ełcki	Ełk	Kujawsko-pomorskie	Powiat m.Toruń	Toruń
10	Warmińsko-mazurskie	Powiat ełcki	Ełk	Mazowieckie	Powiat wyszkowski	Wyszków - miasto
224	Warmińsko-mazurskie	Powiat ełcki	Ełk	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
12	Warmińsko-mazurskie	Powiat ełcki	Ełk	Podlaskie	Powiat augustowski	Augustów
67	Warmińsko-mazurskie	Powiat ełcki	Ełk	Podlaskie	Powiat grajewski	Grajewo
156	Warmińsko-mazurskie	Powiat ełcki	Ełk	Podlaskie	Powiat m.Białystok	Białystok
28	Warmińsko-mazurskie	Powiat ełcki	Ełk	Podlaskie	Powiat m.Łomża	Łomża
35	Warmińsko-mazurskie	Powiat ełcki	Ełk	Podlaskie	Powiat m.Suwałki	Suwałki
34	Warmińsko-mazurskie	Powiat ełcki	Ełk	Pomorskie	Powiat wejherowski	Wejherowo
48	Warmińsko-mazurskie	Powiat ełcki	Ełk	Pomorskie	Powiat m.Gdańsk	Gdańsk
20	Warmińsko-mazurskie	Powiat ełcki	Ełk	Pomorskie	Powiat m.Gdynia	Gdynia
30	Warmińsko-mazurskie	Powiat ełcki	Ełk	Śląskie	Powiat żywiecki	Żywiec
405	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat ełcki	Ełk
47	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat ełcki	Kalinowo
31	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat ełcki	Prostki
34	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat ełcki	Stare Juchy
58	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat giżycki	Giżycko
54	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat olecki	Olecko - miasto
38	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat piski	Biała Piska - obszar wiejski
24	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat węgorzewski	Węgorzewo - miasto
210	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
20	Warmińsko-mazurskie	Powiat ełcki	Ełk	Wielkopolskie	Powiat m.Poznań	Poznań
18	Warmińsko-mazurskie	Powiat ełcki	Ełk	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
19	Warmińsko-mazurskie	Powiat ełcki	Ełk	Podlaskie	Powiat m.Białystok	Białystok
18	Warmińsko-mazurskie	Powiat ełcki	Ełk	Pomorskie	Powiat wejherowski	Wejherowo
556	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat ełcki	Ełk
12	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat giżycki	Giżycko
14	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat olecki	Olecko - miasto
14	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat węgorzewski	Węgorzewo - miasto
67	Warmińsko-mazurskie	Powiat ełcki	Ełk	Warmińsko-mazurskie	Powiat m.Olsztyn	Olsztyn
15	Warmińsko-mazurskie	Powiat ełcki	Kalinowo	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
21	Warmińsko-mazurskie	Powiat ełcki	Kalinowo	Podlaskie	Powiat augustowski	Augustów
10	Warmińsko-mazurskie	Powiat ełcki	Kalinowo	Podlaskie	Powiat suwalski	Suwałki
15	Warmińsko-mazurskie	Powiat ełcki	Kalinowo	Pomorskie	Powiat wejherowski	Wejherowo
189	Warmińsko-mazurskie	Powiat ełcki	Kalinowo	Warmińsko-mazurskie	Powiat ełcki	Ełk
16	Warmińsko-mazurskie	Powiat ełcki	Kalinowo	Warmińsko-mazurskie	Powiat ełcki	Ełk
21	Warmińsko-mazurskie	Powiat ełcki	Kalinowo	Warmińsko-mazurskie	Powiat olecki	Olecko - miasto
