number-of-people	living-municipality	living-voivodeship	working-municipality	working-voivodeship
27	Wijewo	Wielkopolskie	Wschowa - miasto	Lubuskie
10	Wijewo	Wielkopolskie	Święciechowa	Wielkopolskie
73	Wijewo	Wielkopolskie	Włoszakowice	Wielkopolskie
41	Wijewo	Wielkopolskie	Przemęt	Wielkopolskie
13	Wijewo	Wielkopolskie	Siedlec	Wielkopolskie
21	Wijewo	Wielkopolskie	Leszno	Wielkopolskie
16	Wijewo	Wielkopolskie	Poznań	Wielkopolskie
23	Włoszakowice	Wielkopolskie	Wschowa - miasto	Lubuskie
11	Włoszakowice	Wielkopolskie	Kościan	Wielkopolskie
16	Włoszakowice	Wielkopolskie	Śmigiel - miasto	Wielkopolskie
25	Włoszakowice	Wielkopolskie	Śmigiel - obszar wiejski	Wielkopolskie
32	Włoszakowice	Wielkopolskie	Lipno	Wielkopolskie
12	Włoszakowice	Wielkopolskie	Rydzyna - miasto	Wielkopolskie
70	Włoszakowice	Wielkopolskie	Święciechowa	Wielkopolskie
21	Włoszakowice	Wielkopolskie	Wijewo	Wielkopolskie
65	Włoszakowice	Wielkopolskie	Przemęt	Wielkopolskie
11	Włoszakowice	Wielkopolskie	Konin	Wielkopolskie
297	Włoszakowice	Wielkopolskie	Leszno	Wielkopolskie
66	Włoszakowice	Wielkopolskie	Poznań	Wielkopolskie
12	Chrzypsko Wielkie	Wielkopolskie	Kwilcz	Wielkopolskie
10	Chrzypsko Wielkie	Wielkopolskie	Międzychód - miasto	Wielkopolskie
42	Chrzypsko Wielkie	Wielkopolskie	Sieraków - miasto	Wielkopolskie
63	Chrzypsko Wielkie	Wielkopolskie	Sieraków - obszar wiejski	Wielkopolskie
12	Chrzypsko Wielkie	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
45	Chrzypsko Wielkie	Wielkopolskie	Pniewy - miasto	Wielkopolskie
24	Chrzypsko Wielkie	Wielkopolskie	Pniewy - obszar wiejski	Wielkopolskie
99	Chrzypsko Wielkie	Wielkopolskie	Wronki - miasto	Wielkopolskie
36	Chrzypsko Wielkie	Wielkopolskie	Wronki - obszar wiejski	Wielkopolskie
48	Chrzypsko Wielkie	Wielkopolskie	Poznań	Wielkopolskie
30	Kwilcz	Wielkopolskie	Pszczew	Lubuskie
24	Kwilcz	Wielkopolskie	Chrzypsko Wielkie	Wielkopolskie
79	Kwilcz	Wielkopolskie	Międzychód - miasto	Wielkopolskie
28	Kwilcz	Wielkopolskie	Międzychód - obszar wiejski	Wielkopolskie
46	Kwilcz	Wielkopolskie	Sieraków - miasto	Wielkopolskie
80	Kwilcz	Wielkopolskie	Sieraków - obszar wiejski	Wielkopolskie
24	Kwilcz	Wielkopolskie	Lwówek - miasto	Wielkopolskie
27	Kwilcz	Wielkopolskie	Lwówek - obszar wiejski	Wielkopolskie
17	Kwilcz	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
43	Kwilcz	Wielkopolskie	Oborniki - miasto	Wielkopolskie
11	Kwilcz	Wielkopolskie	Kaczory	Wielkopolskie
12	Kwilcz	Wielkopolskie	Rokietnica	Wielkopolskie
66	Kwilcz	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
183	Kwilcz	Wielkopolskie	Pniewy - miasto	Wielkopolskie
16	Kwilcz	Wielkopolskie	Pniewy - obszar wiejski	Wielkopolskie
27	Kwilcz	Wielkopolskie	Wronki - miasto	Wielkopolskie
115	Kwilcz	Wielkopolskie	Poznań	Wielkopolskie
13	Międzychód - miasto	Wielkopolskie	Międzyrzecz - miasto	Lubuskie
16	Międzychód - miasto	Wielkopolskie	Przytoczna	Lubuskie
60	Międzychód - miasto	Wielkopolskie	Pszczew	Lubuskie
22	Międzychód - miasto	Wielkopolskie	Zielona Góra	Lubuskie
10	Międzychód - miasto	Wielkopolskie	Warszawa	Mazowieckie
62	Międzychód - miasto	Wielkopolskie	Kwilcz	Wielkopolskie
275	Międzychód - miasto	Wielkopolskie	Międzychód - obszar wiejski	Wielkopolskie
23	Międzychód - miasto	Wielkopolskie	Sieraków - miasto	Wielkopolskie
38	Międzychód - miasto	Wielkopolskie	Sieraków - obszar wiejski	Wielkopolskie
11	Międzychód - miasto	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
49	Międzychód - miasto	Wielkopolskie	Oborniki - miasto	Wielkopolskie
91	Międzychód - miasto	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
10	Międzychód - miasto	Wielkopolskie	Szamotuły - obszar wiejski	Wielkopolskie
46	Międzychód - miasto	Wielkopolskie	Wronki - miasto	Wielkopolskie
94	Międzychód - miasto	Wielkopolskie	Poznań	Wielkopolskie
13	Międzychód - obszar wiejski	Wielkopolskie	Przytoczna	Lubuskie
60	Międzychód - obszar wiejski	Wielkopolskie	Pszczew	Lubuskie
16	Międzychód - obszar wiejski	Wielkopolskie	Zielona Góra	Lubuskie
66	Międzychód - obszar wiejski	Wielkopolskie	Kwilcz	Wielkopolskie
463	Międzychód - obszar wiejski	Wielkopolskie	Międzychód - miasto	Wielkopolskie
39	Międzychód - obszar wiejski	Wielkopolskie	Sieraków - miasto	Wielkopolskie
34	Międzychód - obszar wiejski	Wielkopolskie	Sieraków - obszar wiejski	Wielkopolskie
16	Międzychód - obszar wiejski	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
11	Międzychód - obszar wiejski	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
52	Międzychód - obszar wiejski	Wielkopolskie	Oborniki - miasto	Wielkopolskie
29	Międzychód - obszar wiejski	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
17	Międzychód - obszar wiejski	Wielkopolskie	Wronki - miasto	Wielkopolskie
128	Międzychód - obszar wiejski	Wielkopolskie	Poznań	Wielkopolskie
26	Sieraków - miasto	Wielkopolskie	Chrzypsko Wielkie	Wielkopolskie
47	Sieraków - miasto	Wielkopolskie	Kwilcz	Wielkopolskie
73	Sieraków - miasto	Wielkopolskie	Międzychód - miasto	Wielkopolskie
37	Sieraków - miasto	Wielkopolskie	Międzychód - obszar wiejski	Wielkopolskie
94	Sieraków - miasto	Wielkopolskie	Sieraków - obszar wiejski	Wielkopolskie
44	Sieraków - miasto	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
15	Sieraków - miasto	Wielkopolskie	Pniewy - miasto	Wielkopolskie
89	Sieraków - miasto	Wielkopolskie	Wronki - miasto	Wielkopolskie
11	Sieraków - miasto	Wielkopolskie	Wronki - obszar wiejski	Wielkopolskie
82	Sieraków - miasto	Wielkopolskie	Poznań	Wielkopolskie
15	Sieraków - obszar wiejski	Wielkopolskie	Chrzypsko Wielkie	Wielkopolskie
30	Sieraków - obszar wiejski	Wielkopolskie	Kwilcz	Wielkopolskie
24	Sieraków - obszar wiejski	Wielkopolskie	Międzychód - miasto	Wielkopolskie
17	Sieraków - obszar wiejski	Wielkopolskie	Międzychód - obszar wiejski	Wielkopolskie
149	Sieraków - obszar wiejski	Wielkopolskie	Sieraków - miasto	Wielkopolskie
13	Sieraków - obszar wiejski	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
34	Sieraków - obszar wiejski	Wielkopolskie	Wronki - miasto	Wielkopolskie
42	Sieraków - obszar wiejski	Wielkopolskie	Poznań	Wielkopolskie
14	Kuślin	Wielkopolskie	Grodzisk Wielkopolski - miasto	Wielkopolskie
31	Kuślin	Wielkopolskie	Lwówek - miasto	Wielkopolskie
13	Kuślin	Wielkopolskie	Lwówek - obszar wiejski	Wielkopolskie
368	Kuślin	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
120	Kuślin	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
166	Kuślin	Wielkopolskie	Opalenica - miasto	Wielkopolskie
40	Kuślin	Wielkopolskie	Opalenica - obszar wiejski	Wielkopolskie
34	Kuślin	Wielkopolskie	Buk - miasto	Wielkopolskie
29	Kuślin	Wielkopolskie	Buk - obszar wiejski	Wielkopolskie
29	Kuślin	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
27	Kuślin	Wielkopolskie	Rawicz - obszar wiejski	Wielkopolskie
14	Kuślin	Wielkopolskie	Duszniki	Wielkopolskie
14	Kuślin	Wielkopolskie	Pniewy - miasto	Wielkopolskie
108	Kuślin	Wielkopolskie	Poznań	Wielkopolskie
11	Lwówek - miasto	Wielkopolskie	Kuślin	Wielkopolskie
54	Lwówek - miasto	Wielkopolskie	Lwówek - obszar wiejski	Wielkopolskie
10	Lwówek - miasto	Wielkopolskie	Miedzichowo	Wielkopolskie
144	Lwówek - miasto	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
40	Lwówek - miasto	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
33	Lwówek - miasto	Wielkopolskie	Opalenica - miasto	Wielkopolskie
19	Lwówek - miasto	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
74	Lwówek - miasto	Wielkopolskie	Pniewy - miasto	Wielkopolskie
48	Lwówek - miasto	Wielkopolskie	Poznań	Wielkopolskie
11	Lwówek - obszar wiejski	Wielkopolskie	Kwilcz	Wielkopolskie
29	Lwówek - obszar wiejski	Wielkopolskie	Kuślin	Wielkopolskie
214	Lwówek - obszar wiejski	Wielkopolskie	Lwówek - miasto	Wielkopolskie
26	Lwówek - obszar wiejski	Wielkopolskie	Miedzichowo	Wielkopolskie
340	Lwówek - obszar wiejski	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
136	Lwówek - obszar wiejski	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
47	Lwówek - obszar wiejski	Wielkopolskie	Opalenica - miasto	Wielkopolskie
27	Lwówek - obszar wiejski	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
23	Lwówek - obszar wiejski	Wielkopolskie	Duszniki	Wielkopolskie
118	Lwówek - obszar wiejski	Wielkopolskie	Pniewy - miasto	Wielkopolskie
12	Lwówek - obszar wiejski	Wielkopolskie	Pniewy - obszar wiejski	Wielkopolskie
89	Lwówek - obszar wiejski	Wielkopolskie	Poznań	Wielkopolskie
21	Miedzichowo	Wielkopolskie	Trzciel - miasto	Lubuskie
28	Miedzichowo	Wielkopolskie	Lwówek - miasto	Wielkopolskie
44	Miedzichowo	Wielkopolskie	Lwówek - obszar wiejski	Wielkopolskie
343	Miedzichowo	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
118	Miedzichowo	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
35	Miedzichowo	Wielkopolskie	Zbąszyń - miasto	Wielkopolskie
11	Miedzichowo	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
18	Miedzichowo	Wielkopolskie	Pniewy - miasto	Wielkopolskie
61	Miedzichowo	Wielkopolskie	Poznań	Wielkopolskie
16	Nowy Tomyśl - miasto	Wielkopolskie	Zielona Góra	Lubuskie
19	Nowy Tomyśl - miasto	Wielkopolskie	Warszawa	Mazowieckie
38	Nowy Tomyśl - miasto	Wielkopolskie	Grodzisk Wielkopolski - miasto	Wielkopolskie
33	Nowy Tomyśl - miasto	Wielkopolskie	Kuślin	Wielkopolskie
39	Nowy Tomyśl - miasto	Wielkopolskie	Lwówek - miasto	Wielkopolskie
18	Nowy Tomyśl - miasto	Wielkopolskie	Lwówek - obszar wiejski	Wielkopolskie
27	Nowy Tomyśl - miasto	Wielkopolskie	Miedzichowo	Wielkopolskie
551	Nowy Tomyśl - miasto	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
89	Nowy Tomyśl - miasto	Wielkopolskie	Opalenica - miasto	Wielkopolskie
27	Nowy Tomyśl - miasto	Wielkopolskie	Opalenica - obszar wiejski	Wielkopolskie
56	Nowy Tomyśl - miasto	Wielkopolskie	Zbąszyń - miasto	Wielkopolskie
13	Nowy Tomyśl - miasto	Wielkopolskie	Zbąszyń - obszar wiejski	Wielkopolskie
29	Nowy Tomyśl - miasto	Wielkopolskie	Buk - miasto	Wielkopolskie
11	Nowy Tomyśl - miasto	Wielkopolskie	Dopiewo	Wielkopolskie
12	Nowy Tomyśl - miasto	Wielkopolskie	Komorniki	Wielkopolskie
26	Nowy Tomyśl - miasto	Wielkopolskie	Kórnik - obszar wiejski	Wielkopolskie
46	Nowy Tomyśl - miasto	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
19	Nowy Tomyśl - miasto	Wielkopolskie	Pniewy - miasto	Wielkopolskie
25	Nowy Tomyśl - miasto	Wielkopolskie	Wolsztyn - miasto	Wielkopolskie
15	Nowy Tomyśl - miasto	Wielkopolskie	Wolsztyn - obszar wiejski	Wielkopolskie
240	Nowy Tomyśl - miasto	Wielkopolskie	Poznań	Wielkopolskie
10	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Zielona Góra	Lubuskie
13	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Skierniewice	Łódzkie
10	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Warszawa	Mazowieckie
51	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Grodzisk Wielkopolski - miasto	Wielkopolskie
14	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Grodzisk Wielkopolski - obszar wiejski	Wielkopolskie
13	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Rakoniewice - miasto	Wielkopolskie
17	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Rakoniewice - obszar wiejski	Wielkopolskie
18	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Kuślin	Wielkopolskie
19	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Lwówek - miasto	Wielkopolskie
14	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Lwówek - obszar wiejski	Wielkopolskie
19	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Miedzichowo	Wielkopolskie
1594	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
59	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Opalenica - miasto	Wielkopolskie
15	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Opalenica - obszar wiejski	Wielkopolskie
44	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Zbąszyń - miasto	Wielkopolskie
11	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Zbąszyń - obszar wiejski	Wielkopolskie
16	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Buk - miasto	Wielkopolskie
21	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Komorniki	Wielkopolskie
12	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Kórnik - obszar wiejski	Wielkopolskie
30	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
11	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Pniewy - miasto	Wielkopolskie
14	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Siedlec	Wielkopolskie
13	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Wolsztyn - miasto	Wielkopolskie
189	Nowy Tomyśl - obszar wiejski	Wielkopolskie	Poznań	Wielkopolskie
12	Opalenica - miasto	Wielkopolskie	Łódź	Łódzkie
27	Opalenica - miasto	Wielkopolskie	Warszawa	Mazowieckie
82	Opalenica - miasto	Wielkopolskie	Grodzisk Wielkopolski - miasto	Wielkopolskie
22	Opalenica - miasto	Wielkopolskie	Grodzisk Wielkopolski - obszar wiejski	Wielkopolskie
16	Opalenica - miasto	Wielkopolskie	Kuślin	Wielkopolskie
11	Opalenica - miasto	Wielkopolskie	Lwówek - miasto	Wielkopolskie
222	Opalenica - miasto	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
37	Opalenica - miasto	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
215	Opalenica - miasto	Wielkopolskie	Opalenica - obszar wiejski	Wielkopolskie
121	Opalenica - miasto	Wielkopolskie	Buk - miasto	Wielkopolskie
83	Opalenica - miasto	Wielkopolskie	Buk - obszar wiejski	Wielkopolskie
48	Opalenica - miasto	Wielkopolskie	Dopiewo	Wielkopolskie
35	Opalenica - miasto	Wielkopolskie	Komorniki	Wielkopolskie
21	Opalenica - miasto	Wielkopolskie	Stęszew - miasto	Wielkopolskie
90	Opalenica - miasto	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
365	Opalenica - miasto	Wielkopolskie	Poznań	Wielkopolskie
41	Opalenica - obszar wiejski	Wielkopolskie	Granowo	Wielkopolskie
71	Opalenica - obszar wiejski	Wielkopolskie	Grodzisk Wielkopolski - miasto	Wielkopolskie
19	Opalenica - obszar wiejski	Wielkopolskie	Grodzisk Wielkopolski - obszar wiejski	Wielkopolskie
12	Opalenica - obszar wiejski	Wielkopolskie	Rakoniewice - obszar wiejski	Wielkopolskie
20	Opalenica - obszar wiejski	Wielkopolskie	Kuślin	Wielkopolskie
108	Opalenica - obszar wiejski	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
31	Opalenica - obszar wiejski	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
349	Opalenica - obszar wiejski	Wielkopolskie	Opalenica - miasto	Wielkopolskie
107	Opalenica - obszar wiejski	Wielkopolskie	Buk - miasto	Wielkopolskie
76	Opalenica - obszar wiejski	Wielkopolskie	Buk - obszar wiejski	Wielkopolskie
33	Opalenica - obszar wiejski	Wielkopolskie	Dopiewo	Wielkopolskie
11	Opalenica - obszar wiejski	Wielkopolskie	Komorniki	Wielkopolskie
20	Opalenica - obszar wiejski	Wielkopolskie	Stęszew - miasto	Wielkopolskie
58	Opalenica - obszar wiejski	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
184	Opalenica - obszar wiejski	Wielkopolskie	Poznań	Wielkopolskie
18	Zbąszyń - miasto	Wielkopolskie	Trzciel - obszar wiejski	Lubuskie
35	Zbąszyń - miasto	Wielkopolskie	Zbąszynek - miasto	Lubuskie
463	Zbąszyń - miasto	Wielkopolskie	Zbąszynek - obszar wiejski	Lubuskie
49	Zbąszyń - miasto	Wielkopolskie	Zielona Góra	Lubuskie
213	Zbąszyń - miasto	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
10	Zbąszyń - miasto	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
180	Zbąszyń - miasto	Wielkopolskie	Zbąszyń - obszar wiejski	Wielkopolskie
34	Zbąszyń - miasto	Wielkopolskie	Siedlec	Wielkopolskie
27	Zbąszyń - miasto	Wielkopolskie	Wolsztyn - miasto	Wielkopolskie
149	Zbąszyń - miasto	Wielkopolskie	Poznań	Wielkopolskie
12	Zbąszyń - obszar wiejski	Wielkopolskie	Lubin	Dolnośląskie
10	Zbąszyń - obszar wiejski	Wielkopolskie	Trzciel - obszar wiejski	Lubuskie
35	Zbąszyń - obszar wiejski	Wielkopolskie	Zbąszynek - miasto	Lubuskie
33	Zbąszyń - obszar wiejski	Wielkopolskie	Zbąszynek - obszar wiejski	Lubuskie
33	Zbąszyń - obszar wiejski	Wielkopolskie	Zielona Góra	Lubuskie
244	Zbąszyń - obszar wiejski	Wielkopolskie	Nowy Tomyśl - miasto	Wielkopolskie
59	Zbąszyń - obszar wiejski	Wielkopolskie	Nowy Tomyśl - obszar wiejski	Wielkopolskie
765	Zbąszyń - obszar wiejski	Wielkopolskie	Zbąszyń - miasto	Wielkopolskie
63	Zbąszyń - obszar wiejski	Wielkopolskie	Siedlec	Wielkopolskie
19	Zbąszyń - obszar wiejski	Wielkopolskie	Wolsztyn - miasto	Wielkopolskie
11	Zbąszyń - obszar wiejski	Wielkopolskie	Wolsztyn - obszar wiejski	Wielkopolskie
153	Zbąszyń - obszar wiejski	Wielkopolskie	Poznań	Wielkopolskie
57	Oborniki - miasto	Wielkopolskie	Warszawa	Mazowieckie
722	Oborniki - miasto	Wielkopolskie	Oborniki - obszar wiejski	Wielkopolskie
55	Oborniki - miasto	Wielkopolskie	Rogoźno - miasto	Wielkopolskie
15	Oborniki - miasto	Wielkopolskie	Rogoźno - obszar wiejski	Wielkopolskie
35	Oborniki - miasto	Wielkopolskie	Ryczywół	Wielkopolskie
40	Oborniki - miasto	Wielkopolskie	Czerwonak	Wielkopolskie
13	Oborniki - miasto	Wielkopolskie	Dopiewo	Wielkopolskie
26	Oborniki - miasto	Wielkopolskie	Komorniki	Wielkopolskie
13	Oborniki - miasto	Wielkopolskie	Kórnik - obszar wiejski	Wielkopolskie
22	Oborniki - miasto	Wielkopolskie	Murowana Goślina - miasto	Wielkopolskie
13	Oborniki - miasto	Wielkopolskie	Murowana Goślina - obszar wiejski	Wielkopolskie
16	Oborniki - miasto	Wielkopolskie	Rokietnica	Wielkopolskie
216	Oborniki - miasto	Wielkopolskie	Suchy Las	Wielkopolskie
144	Oborniki - miasto	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
35	Oborniki - miasto	Wielkopolskie	Szamotuły - miasto	Wielkopolskie
35	Oborniki - miasto	Wielkopolskie	Wronki - miasto	Wielkopolskie
10	Oborniki - miasto	Wielkopolskie	Wągrowiec	Wielkopolskie
552	Oborniki - miasto	Wielkopolskie	Poznań	Wielkopolskie
18	Oborniki - obszar wiejski	Wielkopolskie	Kobierzyce	Dolnośląskie
28	Oborniki - obszar wiejski	Wielkopolskie	Warszawa	Mazowieckie
1010	Oborniki - obszar wiejski	Wielkopolskie	Oborniki - miasto	Wielkopolskie
33	Oborniki - obszar wiejski	Wielkopolskie	Rogoźno - miasto	Wielkopolskie
26	Oborniki - obszar wiejski	Wielkopolskie	Rogoźno - obszar wiejski	Wielkopolskie
18	Oborniki - obszar wiejski	Wielkopolskie	Ryczywół	Wielkopolskie
42	Oborniki - obszar wiejski	Wielkopolskie	Czerwonak	Wielkopolskie
19	Oborniki - obszar wiejski	Wielkopolskie	Dopiewo	Wielkopolskie
26	Oborniki - obszar wiejski	Wielkopolskie	Komorniki	Wielkopolskie
11	Oborniki - obszar wiejski	Wielkopolskie	Kostrzyn - miasto	Wielkopolskie
25	Oborniki - obszar wiejski	Wielkopolskie	Murowana Goślina - miasto	Wielkopolskie
42	Oborniki - obszar wiejski	Wielkopolskie	Rokietnica	Wielkopolskie
277	Oborniki - obszar wiejski	Wielkopolskie	Suchy Las	Wielkopolskie
12	Oborniki - obszar wiejski	Wielkopolskie	Swarzędz - obszar wiejski	Wielkopolskie
122	Oborniki - obszar wiejski	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
12	Oborniki - obszar wiejski	Wielkopolskie	Obrzycko	Wielkopolskie
22	Oborniki - obszar wiejski	Wielkopolskie	Pniewy - miasto	Wielkopolskie
68	Oborniki - obszar wiejski	Wielkopolskie	Szamotuły - miasto	Wielkopolskie
52	Oborniki - obszar wiejski	Wielkopolskie	Szamotuły - obszar wiejski	Wielkopolskie
33	Oborniki - obszar wiejski	Wielkopolskie	Wronki - miasto	Wielkopolskie
12	Oborniki - obszar wiejski	Wielkopolskie	Wągrowiec	Wielkopolskie
515	Oborniki - obszar wiejski	Wielkopolskie	Poznań	Wielkopolskie
13	Rogoźno - miasto	Wielkopolskie	Warszawa	Mazowieckie
33	Rogoźno - miasto	Wielkopolskie	Budzyń	Wielkopolskie
141	Rogoźno - miasto	Wielkopolskie	Oborniki - miasto	Wielkopolskie
101	Rogoźno - miasto	Wielkopolskie	Oborniki - obszar wiejski	Wielkopolskie
182	Rogoźno - miasto	Wielkopolskie	Rogoźno - obszar wiejski	Wielkopolskie
29	Rogoźno - miasto	Wielkopolskie	Ryczywół	Wielkopolskie
92	Rogoźno - miasto	Wielkopolskie	Czerwonak	Wielkopolskie
11	Rogoźno - miasto	Wielkopolskie	Kostrzyn - miasto	Wielkopolskie
15	Rogoźno - miasto	Wielkopolskie	Kórnik - obszar wiejski	Wielkopolskie
41	Rogoźno - miasto	Wielkopolskie	Murowana Goślina - miasto	Wielkopolskie
36	Rogoźno - miasto	Wielkopolskie	Suchy Las	Wielkopolskie
63	Rogoźno - miasto	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
43	Rogoźno - miasto	Wielkopolskie	Wągrowiec	Wielkopolskie
345	Rogoźno - miasto	Wielkopolskie	Poznań	Wielkopolskie
13	Rogoźno - obszar wiejski	Wielkopolskie	Warszawa	Mazowieckie
27	Rogoźno - obszar wiejski	Wielkopolskie	Budzyń	Wielkopolskie
21	Rogoźno - obszar wiejski	Wielkopolskie	Drawsko	Wielkopolskie
170	Rogoźno - obszar wiejski	Wielkopolskie	Oborniki - miasto	Wielkopolskie
92	Rogoźno - obszar wiejski	Wielkopolskie	Oborniki - obszar wiejski	Wielkopolskie
277	Rogoźno - obszar wiejski	Wielkopolskie	Rogoźno - miasto	Wielkopolskie
36	Rogoźno - obszar wiejski	Wielkopolskie	Ryczywół	Wielkopolskie
59	Rogoźno - obszar wiejski	Wielkopolskie	Czerwonak	Wielkopolskie
21	Rogoźno - obszar wiejski	Wielkopolskie	Murowana Goślina - miasto	Wielkopolskie
23	Rogoźno - obszar wiejski	Wielkopolskie	Suchy Las	Wielkopolskie
35	Rogoźno - obszar wiejski	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
33	Rogoźno - obszar wiejski	Wielkopolskie	Wągrowiec	Wielkopolskie
13	Rogoźno - obszar wiejski	Wielkopolskie	Skoki - obszar wiejski	Wielkopolskie
147	Rogoźno - obszar wiejski	Wielkopolskie	Poznań	Wielkopolskie
19	Ryczywół	Wielkopolskie	Kobierzyce	Dolnośląskie
12	Ryczywół	Wielkopolskie	Chodzież	Wielkopolskie
40	Ryczywół	Wielkopolskie	Budzyń	Wielkopolskie
17	Ryczywół	Wielkopolskie	Czarnków	Wielkopolskie
27	Ryczywół	Wielkopolskie	Połajewo	Wielkopolskie
207	Ryczywół	Wielkopolskie	Oborniki - miasto	Wielkopolskie
134	Ryczywół	Wielkopolskie	Oborniki - obszar wiejski	Wielkopolskie
90	Ryczywół	Wielkopolskie	Rogoźno - miasto	Wielkopolskie
28	Ryczywół	Wielkopolskie	Rogoźno - obszar wiejski	Wielkopolskie
16	Ryczywół	Wielkopolskie	Komorniki	Wielkopolskie
20	Ryczywół	Wielkopolskie	Suchy Las	Wielkopolskie
22	Ryczywół	Wielkopolskie	Tarnowo Podgórne	Wielkopolskie
21	Ryczywół	Wielkopolskie	Wronki - miasto	Wielkopolskie
18	Ryczywół	Wielkopolskie	Wągrowiec	Wielkopolskie
118	Ryczywół	Wielkopolskie	Poznań	Wielkopolskie
16	Ostrów Wielkopolski	Wielkopolskie	Długołęka	Dolnośląskie
